body_type,km,ownerno,brand,model,modelyear,price_in_lakh,insurance_validity,fuel_type,seats,transmission,top_features_count,comfort_count,safety_count,mileage,color,displacement,city
Hatchback,17624,1,Maruti,Maruti Baleno,2017,8.69,Comprehensive,Petrol,5,Manual,9,15,28,21.4,White,1197,Bangalore
Sedan,100000,2,Volkswagen,Volkswagen Vento,2012,4.25,Third Party insurance,Diesel,5,Manual,9,17,18,20.54,Blue,1598,Bangalore
Sedan,30000,1,Honda,Honda City,2019,10.7,Third Party insurance,Petrol,5,Manual,9,25,28,17.4,Others,1497,Bangalore
SUV,49690,2,Ford,Ford Ecosport,2018,10.25,Third Party insurance,Petrol,5,Manual,9,20,29,15.9,Blue,1496,Bangalore
SUV,110000,1,Mahindra,Mahindra XUV500,2016,10.0,Third Party insurance,Diesel,7,Manual,9,19,22,19.095,White,2179,Bangalore
Sedan,50000,1,Fiat,Fiat Linea,2009,3.75,Third Party insurance,Petrol,5,Manual,9,18,23,19.095,Gray,1368,Bangalore
SUV,55702,1,Ford,Ford Ecosport,2018,8.44,Comprehensive,Petrol,5,Automatic,9,21,33,14.8,Silver,1497,Bangalore
Hatchback,45046,1,Hyundai,Hyundai i20 Active,2016,7.64,Third Party insurance,Diesel,5,Manual,9,18,24,21.19,Brown,1396,Bangalore
Hatchback,53000,2,Maruti,Maruti Ritz,2014,4.2,Third Party insurance,Petrol,5,Manual,8,10,16,18.5,Silver,1197,Bangalore
Hatchback,94695,1,Maruti,Maruti Baleno,2016,6.84,Third Party insurance,Diesel,5,Manual,9,15,28,27.39,Red,1248,Bangalore
Hatchback,22162,1,Maruti,Maruti Baleno,2019,8.03,Zero Dep,Petrol,5,Manual,9,15,28,21.4,Silver,1197,Bangalore
Hatchback,70000,2,Hyundai,Hyundai Santro Xing,2010,3.2,Third Party insurance,Petrol,5,Manual,9,9,16,17.92,Others,1086,Bangalore
Sedan,115331,1,Honda,Honda City,2017,8.04,Comprehensive,Diesel,5,Manual,9,17,23,19.095,Silver,1498,Bangalore
Sedan,70000,2,Mercedes-Benz,Mercedes-Benz E-Class,2013,14.0,Third Party insurance,Diesel,5,Automatic,9,19,26,19.095,Others,2148,Bangalore
Hatchback,42233,2,Maruti,Maruti Swift,2016,5.48,Comprehensive,Petrol,5,Manual,9,11,26,22.38,White,1197,Bangalore
Hatchback,20941,1,Hyundai,Hyundai Grand i10,2019,6.19,Comprehensive,Petrol,5,Manual,9,16,24,18.9,Others,1197,Bangalore
SUV,50000,2,Maruti,Maruti Vitara Brezza,2018,10.0,Third Party insurance,Diesel,5,Manual,9,22,27,24.3,Red,1248,Bangalore
SUV,46602,1,Honda,Honda WR-V,2018,8.65,Comprehensive,Petrol,5,Manual,9,21,28,17.5,Brown,1199,Bangalore
SUV,50000,2,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2014,10.0,Third Party insurance,Diesel,7,Automatic,9,20,22,11.18,White,2696,Bangalore
Hatchback,104000,2,Maruti,Maruti Swift,2014,5.35,Comprehensive,Diesel,5,Manual,9,10,21,25.2,Red,1248,Bangalore
SUV,90000,1,Ford,Ford Ecosport,2018,9.75,Comprehensive,Diesel,5,Manual,9,20,34,19.095,Brown,1498,Bangalore
Hatchback,50035,1,Maruti,Maruti Baleno,2017,6.99,Third Party insurance,Petrol,5,Manual,9,13,27,21.4,Blue,1197,Bangalore
SUV,80000,1,Tata,Tata Nexon,2021,11.5,Third Party insurance,Petrol,5,Manual,9,22,26,17.57,Gray,1199,Bangalore
Hatchback,90000,2,Hyundai,Hyundai i20,2015,6.25,Comprehensive,Petrol,5,Manual,9,17,22,18.6,Maroon,1197,Bangalore
Sedan,90000,4,Mercedes-Benz,Mercedes-Benz E-Class,2011,10.0,Third Party insurance,Diesel,5,Automatic,9,19,26,14.21,Others,2143,Bangalore
Sedan,120000,1,Toyota,Toyota Corolla Altis,2011,6.0,Third Party insurance,Diesel,5,Manual,9,12,15,21.43,Silver,1364,Bangalore
Sedan,25170,1,Maruti,Maruti Swift Dzire,2015,6.75,Third Party insurance,Petrol,5,Manual,9,19,24,22.41,Blue,1197,Bangalore
Sedan,25022,1,Maruti,Maruti Ciaz,2021,8.93,Comprehensive,Petrol,5,Manual,9,13,22,20.65,Others,1462,Bangalore
Hatchback,100000,2,Maruti,Maruti Swift,2012,4.2,Third Party insurance,Diesel,5,Manual,8,11,15,22.9,Others,1248,Bangalore
Sedan,26367,1,Maruti,Maruti Ciaz,2020,9.41,Zero Dep,Petrol,5,Manual,9,13,22,20.65,Others,1462,Bangalore
Sedan,76567,2,Hyundai,Hyundai Elantra,2015,6.3,Zero Dep,Petrol,5,Automatic,9,17,27,14.5,Silver,1797,Bangalore
MUV,120000,2,Toyota,Toyota Innova,2013,12.75,Third Party insurance,Diesel,7,Manual,9,13,22,12.99,Others,2494,Bangalore
Hatchback,36459,2,Hyundai,Hyundai Grand i10,2015,5.25,Comprehensive,Petrol,5,Automatic,9,16,17,18.9,Red,1197,Bangalore
SUV,93725,1,Maruti,Maruti SX4 S Cross,2016,7.5,Comprehensive,Diesel,5,Manual,9,16,19,23.65,Grey,1248,Bangalore
Sedan,115599,2,Maruti,Maruti Ciaz,2016,6.32,Comprehensive,Petrol,5,Automatic,9,22,23,19.12,Silver,1373,Bangalore
Sedan,43469,1,Maruti,Maruti Swift Dzire,2015,6.45,Zero Dep,Petrol,5,Manual,9,19,24,22.41,Red,1197,Bangalore
Sedan,70000,4,Ford,Ford Ikon,2005,5.0,Third Party insurance,Petrol,5,Manual,9,11,12,13.8,Others,1299,Bangalore
SUV,77000,2,BMW,BMW X5,2019,67.95,Comprehensive,Diesel,5,Automatic,9,31,38,13.38,White,2993,Bangalore
SUV,100000,1,Maruti,Maruti Vitara Brezza,2018,8.5,Comprehensive,Diesel,5,Manual,9,6,23,24.3,Red,1248,Bangalore
Sedan,72000,1,Mitsubishi,Mitsubishi Cedia,2008,2.99,Third Party insurance,Petrol,5,Manual,9,14,17,14.7,Silver,1999,Bangalore
Sedan,77000,1,Jaguar,Jaguar XF,2013,20.95,Comprehensive,Diesel,5,Automatic,9,22,29,16.36,Blue,2179,Bangalore
SUV,87101,1,Audi,Audi Q7,2013,28.0,Comprehensive,Diesel,7,Automatic,9,20,30,12.07,White,2967,Bangalore
Hatchback,40771,2,Volkswagen,Volkswagen Polo,2021,9.99,Third Party insurance,Petrol,5,Manual,9,18,27,18.24,Silver,999,Bangalore
Hatchback,28000,1,Honda,Honda Jazz,2018,8.25,Comprehensive,Petrol,5,Manual,9,14,22,18.7,Silver,1199,Bangalore
Hatchback,40000,3,Maruti,Maruti Wagon R,2008,2.5,Comprehensive,Petrol,5,Manual,8,5,10,18.9,Silver,1061,Bangalore
SUV,26000,1,Hyundai,Hyundai Venue,2020,12.95,Comprehensive,Petrol,5,Automatic,9,23,35,18.15,White,998,Bangalore
Hatchback,76032,1,Maruti,Maruti Wagon R,2012,3.29,Comprehensive,Petrol,5,Manual,9,9,16,18.9,Silver,998,Bangalore
Sedan,113780,1,Maruti,Maruti Ciaz,2018,6.66,Comprehensive,Petrol,5,Manual,9,23,27,21.56,Blue,1462,Bangalore
Sedan,24000,1,Audi,Audi A3,2019,22.9,Third Party insurance,Diesel,5,Automatic,9,25,32,20.38,White,1968,Bangalore
SUV,65812,2,Hyundai,Hyundai Venue,2020,10.26,Third Party insurance,Diesel,5,Manual,9,25,36,23.7,White,1493,Bangalore
SUV,10000,1,Skoda,Skoda Kushaq,2022,17.0,Third Party insurance,Petrol,5,Automatic,9,22,30,17.2,Red,999,Bangalore
Hatchback,39959,1,Maruti,Maruti Baleno,2016,6.81,Zero Dep,Petrol,5,Manual,9,13,27,21.4,Orange,1197,Bangalore
SUV,10000,1,Hyundai,Hyundai Alcazar,2022,16.9,Third Party insurance,Petrol,7,Automatic,9,29,32,14.2,Others,1999,Bangalore
Hatchback,65484,3,Maruti,Maruti Alto K10,2016,3.18,Third Party insurance,Petrol,5,Manual,9,7,20,24.39,Others,998,Bangalore
Hatchback,49174,1,Maruti,Maruti Baleno,2017,6.88,Comprehensive,Petrol,5,Manual,9,13,27,21.4,Red,1197,Bangalore
SUV,20000,1,Volkswagen,Volkswagen Taigun,2022,13.0,Third Party insurance,Petrol,5,Manual,9,15,26,20.08,Red,999,Bangalore
Hatchback,50000,1,Hyundai,Hyundai i10,2009,2.65,Third Party insurance,Petrol,5,Manual,8,10,10,20.36,Others,1197,Bangalore
Sedan,40000,2,Maruti,Maruti Swift Dzire,2018,6.45,Third Party insurance,Petrol,5,Automatic,9,22,30,19.095,Others,1197,Bangalore
SUV,30000,1,Hyundai,Hyundai Alcazar,2022,20.0,Third Party insurance,Petrol,7,Automatic,9,29,32,14.2,White,1999,Bangalore
Coupe,50000,3,BMW,BMW 3 Series,2007,9.0,Third Party insurance,Petrol,5,Automatic,9,20,26,10.9,Others,2497,Bangalore
Hatchback,80000,1,Maruti,Maruti Swift,2020,6.2,Third Party insurance,Petrol,5,Manual,9,16,29,21.21,Others,1197,Bangalore
SUV,20000,1,MG,MG Astor,2022,14.7,Third Party insurance,Petrol,5,Manual,9,24,39,15.43,Others,1498,Bangalore
Sedan,70000,1,Hyundai,Hyundai Accent,2010,2.2,Third Party insurance,CNG,5,Manual,8,10,13,13.2,Others,1495,Bangalore
Sedan,90000,1,Audi,Audi A4,2014,14.75,Third Party insurance,Diesel,5,Automatic,9,20,30,17.11,Others,1968,Bangalore
Hatchback,40000,1,Renault,Renault KWID,2020,4.15,Third Party insurance,Petrol,5,Manual,9,12,22,21.74,Blue,999,Bangalore
Hatchback,63797,1,Honda,Honda Jazz,2016,6.1,Comprehensive,Petrol,5,Manual,9,13,22,18.7,Brown,1199,Bangalore
Hatchback,60216,2,Hyundai,Hyundai Grand i10,2018,5.6,Comprehensive,Petrol,5,Manual,9,13,23,18.9,Red,1197,Bangalore
Hatchback,10000,2,Maruti,Maruti Alto K10,2015,4.25,Third Party insurance,Petrol,5,Automatic,9,8,19,23.95,Others,998,Bangalore
Hatchback,38153,1,Maruti,Maruti Baleno,2016,6.86,Comprehensive,Petrol,5,Manual,9,13,27,21.4,Silver,1197,Bangalore
Hatchback,76485,1,Maruti,Maruti Swift,2015,5.17,Comprehensive,Petrol,5,Manual,9,11,26,22.38,Silver,1197,Bangalore
Hatchback,40000,2,Maruti,Maruti Wagon R,2015,3.85,Third Party insurance,Petrol,5,Manual,9,11,17,20.51,Others,998,Bangalore
Hatchback,40623,1,Maruti,Maruti Baleno,2016,6.75,Comprehensive,Petrol,5,Manual,9,13,27,21.4,Blue,1197,Bangalore
Sedan,18000,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,33.0,Third Party insurance,Diesel,5,Automatic,9,29,31,19.27,Red,2143,Bangalore
Hatchback,88051,1,Maruti,Maruti Swift,2014,4.99,Third Party insurance,Petrol,5,Manual,9,11,26,22.38,Red,1197,Bangalore
Hatchback,16522,1,Maruti,Maruti Swift,2022,7.74,Third Party insurance,Petrol,5,Manual,9,11,26,22.38,Others,1197,Bangalore
SUV,70000,2,Jeep,Jeep Compass,2019,14.75,Third Party insurance,Diesel,5,Manual,9,14,25,16.3,Others,1956,Bangalore
Hatchback,80000,3,Maruti,Maruti Wagon R,2008,2.4,Third Party insurance,Petrol,5,Manual,8,5,10,18.9,Others,1061,Bangalore
SUV,50000,1,Hyundai,Hyundai Venue,2019,10.25,Third Party insurance,Diesel,5,Manual,9,15,28,23.7,Others,1396,Bangalore
SUV,10000,1,Tata,Tata Nexon,2023,14.0,Third Party insurance,Petrol,5,Manual,9,23,26,17.33,Others,1199,Bangalore
Hatchback,57000,2,Hyundai,Hyundai EON,2013,2.85,Third Party insurance,Petrol,5,Manual,8,7,12,21.1,Silver,814,Bangalore
SUV,110000,1,Mahindra,Mahindra XUV500,2016,10.0,Third Party insurance,Diesel,7,Manual,9,19,22,19.095,Others,2179,Bangalore
Hatchback,10000,1,Maruti,Maruti Baleno,2019,7.8,Third Party insurance,Petrol,5,Manual,9,13,27,21.4,Red,1197,Bangalore
Hatchback,50000,2,Maruti,Maruti Swift,2012,4.75,Third Party insurance,Petrol,5,Manual,8,11,15,18.6,Others,1197,Bangalore
SUV,120000,1,Mahindra,Mahindra XUV300,2019,7.5,Third Party insurance,Diesel,5,Manual,9,11,25,19.095,Red,1497,Bangalore
Hatchback,35469,1,Hyundai,Hyundai Grand i10,2014,5.55,Comprehensive,Petrol,5,Manual,8,11,16,18.9,Grey,1197,Bangalore
Hatchback,40073,2,Honda,Honda Jazz,2017,6.07,Third Party insurance,Petrol,5,Manual,9,13,22,18.7,Others,1199,Bangalore
Hatchback,65730,2,Hyundai,Hyundai Grand i10,2017,5.14,Third Party insurance,Petrol,5,Manual,9,15,24,18.9,Red,1197,Bangalore
Sedan,120000,2,Maruti,Maruti Baleno,2005,2.5,Third Party insurance,Petrol,5,Manual,2,12,0,15.4,Silver,1590,Bangalore
Hatchback,36184,2,Maruti,Maruti Baleno,2016,7.05,Third Party insurance,Petrol,5,Manual,9,13,27,21.4,Silver,1197,Bangalore
Hatchback,69310,1,Maruti,Maruti Baleno,2016,6.53,Comprehensive,Petrol,5,Manual,9,13,27,21.4,White,1197,Bangalore
Sedan,55643,1,Honda,Honda City,2015,8.72,Third Party insurance,Petrol,5,Automatic,9,18,23,19.095,White,1497,Bangalore
Hatchback,62803,2,Hyundai,Hyundai Grand i10,2017,5.64,Third Party insurance,Petrol,5,Automatic,9,15,24,18.9,Red,1197,Bangalore
Hatchback,90000,2,Volkswagen,Volkswagen Polo,2011,3.7,Third Party insurance,Diesel,5,Manual,9,9,14,22.07,Others,1199,Bangalore
Hatchback,68656,1,Maruti,Maruti Swift,2015,5.5,Third Party insurance,Petrol,5,Manual,9,11,26,22.38,Silver,1197,Bangalore
Hatchback,77501,3,Honda,Honda Jazz,2016,5.17,Comprehensive,Petrol,5,Manual,9,13,22,18.7,Brown,1199,Bangalore
Sedan,40000,1,Maruti,Maruti Swift Dzire,2016,6.2,Third Party insurance,Petrol,5,Manual,8,9,20,20.85,Others,1197,Bangalore
Sedan,48325,1,Honda,Honda City,2014,7.5,Third Party insurance,Petrol,5,Automatic,9,17,22,19.095,White,1497,Bangalore
SUV,30000,1,Tata,Tata Nexon,2022,12.2,Third Party insurance,Petrol,5,Manual,9,21,25,17.57,Others,1199,Bangalore
Hatchback,100000,2,Mercedes-Benz,Mercedes-Benz B Class,2013,13.5,Comprehensive,Diesel,5,Automatic,9,22,21,14.8,White,2143,Bangalore
Hatchback,69000,1,Maruti,Maruti Swift,2015,5.75,Comprehensive,Petrol,5,Manual,9,12,24,19.095,White,1197,Bangalore
SUV,110000,1,Jeep,Jeep Compass,2018,12.5,Third Party insurance,Diesel,5,Manual,9,12,22,17.1,Others,1956,Bangalore
Sedan,50000,2,Hyundai,Hyundai Verna,2016,8.68,Third Party insurance,Petrol,5,Manual,9,16,24,17.01,Others,1591,Bangalore
MUV,60000,1,Kia,Kia Carnival,2020,30.0,Third Party insurance,Diesel,8,Automatic,9,22,27,14.11,White,2199,Bangalore
Hatchback,20000,1,Hyundai,Hyundai i20,2021,9.8,Third Party insurance,Petrol,5,Manual,9,27,35,19.095,Others,998,Bangalore
Hatchback,14999,1,Maruti,Maruti Swift,2022,9.0,Third Party insurance,Petrol,5,Automatic,9,16,30,22.56,White,1197,Bangalore
Hatchback,90773,2,Honda,Honda Jazz,2016,5.5,Comprehensive,Petrol,5,Manual,9,13,22,18.7,White,1199,Bangalore
Sedan,90000,1,Skoda,Skoda Rapid,2012,4.5,Third Party insurance,Diesel,5,Manual,9,17,16,20.5,Gray,1598,Bangalore
Hatchback,64917,2,Maruti,Maruti Swift,2017,6.1,Zero Dep,Petrol,5,Manual,9,10,21,20.4,White,1197,Bangalore
Hatchback,70235,1,Honda,Honda Jazz,2017,5.43,Comprehensive,Petrol,5,Manual,9,14,22,18.7,Brown,1199,Bangalore
Hatchback,30000,1,Hyundai,Hyundai i20,2021,9.8,Third Party insurance,Petrol,5,Manual,9,27,35,19.095,Others,998,Bangalore
Hatchback,78782,1,Honda,Honda Jazz,2016,5.35,Zero Dep,Petrol,5,Manual,9,13,22,18.7,Brown,1199,Bangalore
SUV,164000,2,Mahindra,Mahindra XUV500,2014,8.5,Comprehensive,Diesel,7,Manual,9,17,22,15.1,O Purple,2179,Bangalore
Sedan,72136,2,Maruti,Maruti Ciaz,2016,6.61,Third Party insurance,Petrol,5,Manual,9,20,23,20.73,Silver,1373,Bangalore
Hatchback,52486,2,Maruti,Maruti Swift,2015,5.05,Comprehensive,Petrol,5,Manual,9,11,26,22.38,Others,1197,Bangalore
Sedan,150000,1,Skoda,Skoda Laura,2007,4.5,Third Party insurance,Diesel,5,Automatic,9,19,24,15.6,Black,1896,Bangalore
SUV,36887,1,Honda,Honda WR-V,2017,8.65,Third Party insurance,Petrol,5,Manual,9,21,28,17.5,Silver,1199,Bangalore
SUV,47962,1,Hyundai,Hyundai Venue,2019,9.99,Comprehensive,Petrol,5,Manual,9,15,27,18.27,Blue,998,Bangalore
SUV,135000,1,Nissan,Nissan Terrano,2014,5.95,Comprehensive,Diesel,5,Manual,9,17,22,20.45,Silver,1461,Bangalore
Sedan,47398,2,Skoda,Skoda Superb,2018,23.65,Comprehensive,Petrol,5,Automatic,9,24,35,14.67,Brown,1798,Bangalore
Sedan,50000,2,Fiat,Fiat Linea,2012,4.0,Third Party insurance,Petrol,5,Manual,9,17,18,14.6,Gray,1368,Bangalore
Sedan,100000,1,Maruti,Maruti Swift Dzire,2012,5.5,Third Party insurance,Diesel,5,Manual,9,12,19,19.3,White,1248,Bangalore
SUV,55000,1,BMW,BMW X4,2020,60.5,Comprehensive,Diesel,5,Automatic,9,31,41,14.71,White,2993,Bangalore
SUV,110000,2,BMW,BMW X3,2011,16.0,Comprehensive,Diesel,5,Automatic,0,0,0,16.55,Black,1995,Bangalore
Hatchback,90000,3,Volkswagen,Volkswagen Polo,2013,5.2,Third Party insurance,Petrol,5,Automatic,9,12,21,17.21,Others,1197,Bangalore
Hatchback,116624,1,Maruti,Maruti Baleno,2016,6.16,Zero Dep,Petrol,5,Manual,9,13,27,21.4,Blue,1197,Bangalore
Sedan,54561,2,Maruti,Maruti Ciaz,2019,7.95,Zero Dep,Petrol,5,Manual,9,18,25,21.56,Silver,1462,Bangalore
Hatchback,65072,1,Honda,Honda Jazz,2016,6.24,Comprehensive,Petrol,5,Manual,9,14,22,18.7,Red,1199,Bangalore
Hatchback,133532,1,Hyundai,Hyundai Grand i10,2017,5.49,Zero Dep,Petrol,5,Manual,9,19,24,18.9,Others,1197,Bangalore
MUV,120000,3,Toyota,Toyota Innova,2010,7.6,Third Party insurance,Diesel,7,Manual,8,10,7,11.4,Others,2494,Bangalore
Sedan,39886,1,Maruti,Maruti Swift Dzire,2013,5.24,Comprehensive,Petrol,5,Manual,9,19,24,22.41,Orange,1197,Bangalore
SUV,80000,1,Mahindra,Mahindra XUV500,2019,16.5,Third Party insurance,Diesel,7,Manual,9,20,26,15.1,White,2179,Bangalore
Hatchback,56976,2,Maruti,Maruti Swift,2015,5.83,Comprehensive,Diesel,5,Manual,9,10,21,25.2,Others,1248,Bangalore
Sedan,68303,2,Volkswagen,Volkswagen Vento,2020,11.47,Zero Dep,Petrol,5,Manual,9,27,30,17.69,White,999,Bangalore
Hatchback,80000,2,Mini,Mini Cooper,2013,17.5,Third Party insurance,Petrol,4,Automatic,9,16,24,13.6,Red,1598,Bangalore
Sedan,54000,1,Skoda,Skoda Rapid,2016,8.25,Comprehensive,Diesel,5,Automatic,9,25,30,21.72,Grey,1498,Bangalore
SUV,98500,1,Land Rover,Land Rover Discovery Sport,2016,31.5,Third Party insurance,Diesel,7,Automatic,9,20,28,12.51,White,2179,Bangalore
Hatchback,72348,1,Volkswagen,Volkswagen Polo,2018,7.55,Third Party insurance,Petrol,5,Manual,9,18,20,16.2,Grey,1199,Bangalore
SUV,70000,1,Hyundai,Hyundai Creta,2015,8.75,Comprehensive,Petrol,5,Manual,9,21,24,19.095,Silver,1591,Bangalore
Hatchback,62696,1,Volkswagen,Volkswagen Polo,2021,8.55,Third Party insurance,Petrol,5,Manual,9,13,22,17.74,White,999,Bangalore
SUV,174000,3,Toyota,Toyota Fortuner,2014,18.45,Comprehensive,Diesel,7,Automatic,9,20,23,12.55,White,2982,Bangalore
Hatchback,65000,1,Hyundai,Hyundai Grand i10,2016,5.25,Comprehensive,Petrol,5,Manual,9,16,17,18.9,Orange,1197,Bangalore
Hatchback,36000,1,Hyundai,Hyundai Grand i10,2017,6.5,Comprehensive,Petrol,5,Automatic,9,15,24,18.9,Silver,1197,Bangalore
MUV,199000,2,Toyota,Toyota Innova,2011,9.5,Comprehensive,Diesel,7,Manual,9,17,15,12.8,White,2494,Bangalore
Sedan,71905,1,Honda,Honda City,2018,8.46,Zero Dep,Petrol,5,Automatic,9,26,28,19.095,Brown,1497,Bangalore
Hatchback,69748,2,Maruti,Maruti Swift,2013,4.24,Comprehensive,Petrol,5,Manual,9,11,26,22.38,Red,1197,Bangalore
Hatchback,44000,1,Maruti,Maruti Alto,2008,2.1,Comprehensive,Petrol,5,Manual,9,5,6,19.7,Maroon,796,Bangalore
Sedan,17875,2,Toyota,Toyota Yaris,2021,9.59,Third Party insurance,Petrol,5,Manual,9,22,26,17.1,Red,1496,Bangalore
SUV,95678,1,Renault,Renault Duster,2020,8.89,Comprehensive,Petrol,5,Manual,9,18,27,16.42,White,1330,Bangalore
SUV,12003,1,Renault,Renault Kiger,2022,8.5,Third Party insurance,Petrol,5,Automatic,9,16,25,19.03,Silver,999,Bangalore
SUV,114427,2,Ford,Ford Ecosport,2018,8.36,Comprehensive,Diesel,5,Manual,9,17,27,19.095,Red,1498,Bangalore
SUV,20000,1,Renault,Renault Kiger,2022,6.6,Third Party insurance,Petrol,5,Automatic,9,16,26,19.03,Others,999,Bangalore
Hatchback,64655,1,Honda,Honda Brio,2012,3.34,Comprehensive,Petrol,5,Manual,9,10,16,19.4,White,1198,Bangalore
SUV,46456,1,Mahindra,Mahindra KUV 100,2018,5.94,Third Party insurance,Petrol,6,Manual,9,12,23,18.15,Red,1198,Bangalore
SUV,20000,1,Renault,Renault Kiger,2021,9.91,Third Party insurance,Petrol,5,Automatic,9,18,25,18.24,Others,999,Bangalore
SUV,50000,1,Jeep,Jeep Compass,2018,14.5,Third Party insurance,Diesel,5,Manual,9,14,23,17.1,Others,1956,Bangalore
Sedan,90000,4,Volkswagen,Volkswagen Vento,2011,2.19,Third Party insurance,Diesel,5,Manual,9,17,18,20.54,Others,1598,Bangalore
SUV,20000,1,Hyundai,Hyundai Venue,2022,12.85,Third Party insurance,Diesel,5,Manual,9,20,30,19.095,Others,1493,Bangalore
SUV,27000,1,Volvo,Volvo XC40,2021,41.95,Comprehensive,Petrol,5,Automatic,9,30,37,19.095,White,1969,Bangalore
MUV,150000,3,Toyota,Toyota Innova,2008,4.55,Third Party insurance,Diesel,8,Manual,9,12,11,12.8,Others,2494,Bangalore
Hatchback,10000,1,Maruti,Maruti Baleno,2022,8.25,Third Party insurance,Petrol,5,Manual,9,10,26,22.35,Others,1197,Bangalore
Sedan,40000,1,Honda,Honda City,2018,8.25,Third Party insurance,Petrol,5,Manual,9,26,27,17.4,Others,1497,Bangalore
SUV,40000,1,Ford,Ford Ecosport,2020,9.2,Third Party insurance,Diesel,5,Manual,9,17,27,19.095,Blue,1498,Bangalore
Sedan,20000,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,33.0,Third Party insurance,Diesel,5,Automatic,9,29,31,19.27,Others,2143,Bangalore
SUV,91598,2,Ford,Ford Ecosport,2017,7.29,Third Party insurance,Diesel,5,Manual,9,16,25,22.77,Red,1498,Bangalore
Hatchback,57521,1,Maruti,Maruti Celerio,2015,4.32,Comprehensive,Petrol,5,Manual,9,12,24,25.24,Others,998,Bangalore
SUV,100000,1,Renault,Renault Duster,2016,7.0,Third Party insurance,Diesel,5,Manual,8,10,18,19.87,Others,1461,Bangalore
Sedan,7598,1,Hyundai,Hyundai Verna,2021,14.99,Comprehensive,Petrol,5,Manual,9,28,29,17.7,Others,1497,Bangalore
SUV,38520,1,Renault,Renault Duster,2017,7.62,Comprehensive,Petrol,5,Manual,9,14,21,13.06,Brown,1598,Bangalore
SUV,20000,1,MG,MG Astor,2022,16.25,Third Party insurance,Petrol,5,Manual,9,24,39,15.43,Others,1498,Bangalore
SUV,110455,2,Renault,Renault Duster,2014,6.32,Comprehensive,Diesel,5,Manual,9,15,21,20.45,Brown,1461,Bangalore
SUV,26901,1,Hyundai,Hyundai Venue,2020,12.18,Comprehensive,Petrol,5,Automatic,9,20,31,18.15,Red,998,Bangalore
Hatchback,65376,1,Hyundai,Hyundai Grand i10,2017,5.24,Zero Dep,Petrol,5,Automatic,9,12,23,18.9,White,1197,Bangalore
SUV,28177,3,Mahindra,Mahindra XUV500,2018,14.05,Comprehensive,Diesel,7,Manual,9,21,28,15.1,Red,2179,Bangalore
SUV,10000,1,Kia,Kia Sonet,2022,13.9,Third Party insurance,Petrol,5,Manual,9,24,30,18.2,Others,998,Bangalore
SUV,30000,1,MG,MG Hector,2021,18.9,Comprehensive,Petrol,5,Automatic,9,28,32,19.095,White,1451,Bangalore
SUV,27000,1,Hyundai,Hyundai Creta,2018,12.75,Third Party insurance,Petrol,5,Automatic,9,21,24,19.095,White,1591,Bangalore
Hatchback,90000,3,Hyundai,Hyundai i10,2010,2.75,Third Party insurance,Petrol,5,Automatic,8,11,10,19.2,Others,1197,Bangalore
Sedan,20000,1,Honda,Honda City,2022,11.25,Third Party insurance,Petrol,5,Manual,9,21,24,17.4,Others,1497,Bangalore
Sedan,82998,1,Honda,Honda City,2016,6.5,Comprehensive,Petrol,5,Automatic,9,17,22,19.095,Red,1497,Bangalore
Sedan,110000,3,Audi,Audi A4,2010,7.0,Third Party insurance,Petrol,5,Automatic,9,17,20,12.3,White,1781,Bangalore
Sedan,14500,1,Honda,Honda City,2019,11.0,Third Party insurance,Petrol,5,Manual,9,26,28,17.14,Grey,1497,Bangalore
Sedan,120000,3,Mahindra,Mahindra Verito,2016,2.6,Third Party insurance,Diesel,5,Manual,8,12,15,21.03,White,1461,Bangalore
Hatchback,68000,2,Hyundai,Hyundai i10,2010,3.95,Comprehensive,Petrol,5,Automatic,9,12,16,19.2,Silver,1197,Bangalore
Sedan,25887,1,Hyundai,Hyundai Xcent,2019,6.81,Third Party insurance,Petrol,5,Manual,9,21,29,20.14,White,1197,Bangalore
Hatchback,74094,1,Maruti,Maruti S-Presso,2020,4.05,Comprehensive,Petrol,5,Manual,9,8,20,21.7,Others,998,Bangalore
Hatchback,40000,1,Honda,Honda Jazz,2018,7.65,Comprehensive,Petrol,5,Automatic,9,13,22,19.095,White,1199,Bangalore
Hatchback,91045,1,Maruti,Maruti Ritz,2014,4.87,Third Party insurance,Diesel,5,Manual,9,12,22,23.2,Red,1248,Bangalore
SUV,80033,1,Mahindra,Mahindra XUV500,2018,14.74,Third Party insurance,Diesel,7,Manual,9,20,27,15.1,White,2179,Bangalore
SUV,70000,2,Mahindra,Mahindra XUV500,2017,13.4,Third Party insurance,Diesel,7,Automatic,9,23,30,19.095,Others,2179,Bangalore
MUV,13957,1,Renault,Renault Triber,2021,7.7,Comprehensive,Petrol,7,Automatic,9,13,24,18.2,Blue,999,Bangalore
Hatchback,34140,2,Maruti,Maruti Baleno,2018,8.18,Third Party insurance,Petrol,5,Automatic,9,15,28,21.4,Grey,1197,Bangalore
SUV,20056,1,Ford,Ford Ecosport,2017,7.24,Comprehensive,Petrol,5,Manual,9,17,27,19.095,White,1497,Bangalore
